WORKING MODEL TRIAL 7-1-1-4 circular foot(6 feet),,,,,,,,
7/13/21 18:51,,,,,,,,
Velocity of Center of Mass of Circle 1,,,,Total Force on Circle 1          ,,,,
t,Vx,Vy,|V|,,t,Fx,Fy,|F|
2.129,-1.613571,-1.16708,1.991403,-,2.129,-0.000003,-19.842006,19.842006
2.13,-1.729584,-1.223565,2.118625,-,2.13,-0.000004,-19.842007,19.842007
2.131,-1.845609,-1.280125,2.246106,-,2.131,-0.000005,-19.842008,19.842008
2.132,-1.232452,0.177396,1.245153,-,2.132,-0.000002,-19.842004,19.842004
2.133,-1.121205,0.126373,1.128305,-,2.133,-0.000002,-19.842003,19.842003
2.134,-1.009968,0.075398,1.012778,-,2.134,-0.000001,-19.842002,19.842002
2.135,-0.898738,0.024468,0.899071,-,2.135,-0.000001,-19.842002,19.842002
2.136,-0.787514,-0.026423,0.787957,-,2.136,-8.22E-07,-19.842001,19.842001
2.137,-0.676296,-0.077279,0.680697,-,2.137,-6.06E-07,-19.842001,19.842001
2.138,-0.565083,-0.128105,0.579422,-,2.138,-4.23E-07,-19.842001,19.842001
2.139,-0.453874,-0.178907,0.487862,-,2.139,-2.73E-07,-19.842,19.842
2.14,-0.342668,-0.229687,0.412526,-,2.14,-1.55E-07,-19.842,19.842
2.141,-0.231464,-0.280452,0.363634,-,2.141,-7.09E-08,-19.842,19.842
2.142,-0.120262,-0.331206,0.352364,-,2.142,-1.91E-08,-19.842,19.842
2.143,-0.00906,-0.381954,0.382062,-,2.143,-1.09E-10,-19.842,19.842
2.144,-4.44E-14,-0.386089,0.386089,-,2.144,5.91E-17,-19.842,19.842
2.145,-4.22E-14,-0.386089,0.386089,-,2.145,5.91E-17,-19.842,19.842
2.146,-4.20E-14,-0.386089,0.386089,-,2.146,5.91E-17,-19.842,19.842
2.147,-4.21E-14,-0.386089,0.386089,-,2.147,5.91E-17,-19.842,19.842
2.148,-4.21E-14,-0.386089,0.386089,-,2.148,5.91E-17,-19.842,19.842
2.149,-4.20E-14,-0.386089,0.386089,-,2.149,5.91E-17,-19.842,19.842
2.15,-4.21E-14,-0.386089,0.386089,-,2.15,5.91E-17,-19.842,19.842
2.151,-4.21E-14,-0.386089,0.386089,-,2.151,5.91E-17,-19.842,19.842
2.152,-4.22E-14,-0.386089,0.386089,-,2.152,5.91E-17,-19.842,19.842
2.153,-4.20E-14,-0.386089,0.386089,-,2.153,5.91E-17,-19.842,19.842
2.154,-4.21E-14,-0.386089,0.386089,-,2.154,5.91E-17,-19.842,19.842
2.155,-4.21E-14,-0.386089,0.386089,-,2.155,5.91E-17,-19.842,19.842
2.156,-4.21E-14,-0.386089,0.386089,-,2.156,5.91E-17,-19.842,19.842
2.157,-4.20E-14,-0.386089,0.386089,-,2.157,5.91E-17,-19.842,19.842
2.158,-4.21E-14,-0.386089,0.386089,-,2.158,5.91E-17,-19.842,19.842
2.159,-4.21E-14,-0.386089,0.386089,-,2.159,5.91E-17,-19.842,19.842
2.16,-4.21E-14,-0.386089,0.386089,-,2.16,5.91E-17,-19.842,19.842
2.161,-4.21E-14,-0.386089,0.386089,-,2.161,5.91E-17,-19.842,19.842
2.162,-4.21E-14,-0.386089,0.386089,-,2.162,5.91E-17,-19.842,19.842
2.163,-4.21E-14,-0.386089,0.386089,-,2.163,5.91E-17,-19.842,19.842
2.164,-4.21E-14,-0.386089,0.386089,-,2.164,5.91E-17,-19.842,19.842
2.165,-4.21E-14,-0.386089,0.386089,-,2.165,5.91E-17,-19.842,19.842
2.166,-4.20E-14,-0.386089,0.386089,-,2.166,5.91E-17,-19.842,19.842
2.167,-4.21E-14,-0.386089,0.386089,-,2.167,5.91E-17,-19.842,19.842
2.168,-4.22E-14,-0.386089,0.386089,-,2.168,5.91E-17,-19.842,19.842
2.169,-4.21E-14,-0.386089,0.386089,-,2.169,5.91E-17,-19.842,19.842
2.17,-4.21E-14,-0.386089,0.386089,-,2.17,5.91E-17,-19.842,19.842
2.171,-4.21E-14,-0.386089,0.386089,-,2.171,5.91E-17,-19.842,19.842
2.172,-4.21E-14,-0.386089,0.386089,-,2.172,5.91E-17,-19.842,19.842
2.173,-4.21E-14,-0.386089,0.386089,-,2.173,5.91E-17,-19.842,19.842
2.174,-4.21E-14,-0.386089,0.386089,-,2.174,5.91E-17,-19.842,19.842
2.175,-4.20E-14,-0.386089,0.386089,-,2.175,5.91E-17,-19.842,19.842
2.176,-4.20E-14,-0.386089,0.386089,-,2.176,5.91E-17,-19.842,19.842
2.177,-4.21E-14,-0.386089,0.386089,-,2.177,5.91E-17,-19.842,19.842
2.178,-4.21E-14,-0.386089,0.386089,-,2.178,5.91E-17,-19.842,19.842
2.179,-4.21E-14,-0.386089,0.386089,-,2.179,5.91E-17,-19.842,19.842
2.18,-4.20E-14,-0.386089,0.386089,-,2.18,5.91E-17,-19.842,19.842
2.181,-4.20E-14,-0.386089,0.386089,-,2.181,5.91E-17,-19.842,19.842
2.182,-4.21E-14,-0.386089,0.386089,-,2.182,5.91E-17,-19.842,19.842
2.183,-4.21E-14,-0.386089,0.386089,-,2.183,5.91E-17,-19.842,19.842
2.184,-4.21E-14,-0.386089,0.386089,-,2.184,5.91E-17,-19.842,19.842
2.185,-4.21E-14,-0.386089,0.386089,-,2.185,5.91E-17,-19.842,19.842
2.186,-4.22E-14,-0.386089,0.386089,-,2.186,5.91E-17,-19.842,19.842
2.187,-4.20E-14,-0.386089,0.386089,-,2.187,5.91E-17,-19.842,19.842
2.188,-4.22E-14,-0.386089,0.386089,-,2.188,5.91E-17,-19.842,19.842
2.189,-4.20E-14,-0.386089,0.386089,-,2.189,5.91E-17,-19.842,19.842
2.19,-4.21E-14,-0.386089,0.386089,-,2.19,5.91E-17,-19.842,19.842
2.191,-4.22E-14,-0.386089,0.386089,-,2.191,5.91E-17,-19.842,19.842
2.192,-4.20E-14,-0.386089,0.386089,-,2.192,5.91E-17,-19.842,19.842
2.193,-4.21E-14,-0.386089,0.386089,-,2.193,5.91E-17,-19.842,19.842
2.194,-4.20E-14,-0.386089,0.386089,-,2.194,5.91E-17,-19.842,19.842
2.195,-4.21E-14,-0.386089,0.386089,-,2.195,5.91E-17,-19.842,19.842
2.196,-4.21E-14,-0.386089,0.386089,-,2.196,5.91E-17,-19.842,19.842
2.197,-4.21E-14,-0.386089,0.386089,-,2.197,5.91E-17,-19.842,19.842
2.198,-4.21E-14,-0.386089,0.386089,-,2.198,5.91E-17,-19.842,19.842
2.199,-4.21E-14,-0.386089,0.386089,-,2.199,5.91E-17,-19.842,19.842
2.2,-4.22E-14,-0.386089,0.386089,-,2.2,5.91E-17,-19.842,19.842
2.201,-4.20E-14,-0.386089,0.386089,-,2.201,5.91E-17,-19.842,19.842
2.202,-4.21E-14,-0.386089,0.386089,-,2.202,5.91E-17,-19.842,19.842
2.203,-4.22E-14,-0.386089,0.386089,-,2.203,5.91E-17,-19.842,19.842
2.204,-4.21E-14,-0.386089,0.386089,-,2.204,5.91E-17,-19.842,19.842
2.205,-4.21E-14,-0.386089,0.386089,-,2.205,5.91E-17,-19.842,19.842
2.206,-4.20E-14,-0.386089,0.386089,-,2.206,5.91E-17,-19.842,19.842
2.207,-4.20E-14,-0.386089,0.386089,-,2.207,5.91E-17,-19.842,19.842
2.208,-4.22E-14,-0.386089,0.386089,-,2.208,5.91E-17,-19.842,19.842
2.209,-4.21E-14,-0.386089,0.386089,-,2.209,5.91E-17,-19.842,19.842
2.21,-4.21E-14,-0.386089,0.386089,-,2.21,5.91E-17,-19.842,19.842
2.211,-4.21E-14,-0.386089,0.386089,-,2.211,5.91E-17,-19.842,19.842
2.212,-4.21E-14,-0.386089,0.386089,-,2.212,5.91E-17,-19.842,19.842
2.213,-4.21E-14,-0.386089,0.386089,-,2.213,5.91E-17,-19.842,19.842
2.214,-4.21E-14,-0.386089,0.386089,-,2.214,5.91E-17,-19.842,19.842
2.215,-4.21E-14,-0.386089,0.386089,-,2.215,5.91E-17,-19.842,19.842
2.216,-4.21E-14,-0.386089,0.386089,-,2.216,5.91E-17,-19.842,19.842
2.217,-4.20E-14,-0.386089,0.386089,-,2.217,5.91E-17,-19.842,19.842
2.218,-4.21E-14,-0.386089,0.386089,-,2.218,5.91E-17,-19.842,19.842
2.219,-4.21E-14,-0.386089,0.386089,-,2.219,5.91E-17,-19.842,19.842
2.22,-4.21E-14,-0.386089,0.386089,-,2.22,5.91E-17,-19.842,19.842
2.221,-4.21E-14,-0.386089,0.386089,-,2.221,5.91E-17,-19.842,19.842
2.222,-4.22E-14,-0.386089,0.386089,-,2.222,5.91E-17,-19.842,19.842
2.223,-4.21E-14,-0.386089,0.386089,-,2.223,5.91E-17,-19.842,19.842
2.224,-4.21E-14,-0.386089,0.386089,-,2.224,5.91E-17,-19.842,19.842
2.225,-4.21E-14,-0.386089,0.386089,-,2.225,5.91E-17,-19.842,19.842
2.226,-4.21E-14,-0.386089,0.386089,-,2.226,5.91E-17,-19.842,19.842
2.227,-4.21E-14,-0.386089,0.386089,-,2.227,5.91E-17,-19.842,19.842
2.228,-4.21E-14,-0.386089,0.386089,-,2.228,5.91E-17,-19.842,19.842
2.229,-4.21E-14,-0.386089,0.386089,-,2.229,5.91E-17,-19.842,19.842
2.23,-4.20E-14,-0.386089,0.386089,-,2.23,5.91E-17,-19.842,19.842
2.231,-4.21E-14,-0.386089,0.386089,-,2.231,5.91E-17,-19.842,19.842
2.232,-4.22E-14,-0.386089,0.386089,-,2.232,5.91E-17,-19.842,19.842
2.233,-4.21E-14,-0.386089,0.386089,-,2.233,5.91E-17,-19.842,19.842
2.234,-4.22E-14,-0.386089,0.386089,-,2.234,5.91E-17,-19.842,19.842
2.235,-4.20E-14,-0.386089,0.386089,-,2.235,5.91E-17,-19.842,19.842
2.236,-4.21E-14,-0.386089,0.386089,-,2.236,5.91E-17,-19.842,19.842
2.237,-4.21E-14,-0.386089,0.386089,-,2.237,5.91E-17,-19.842,19.842
2.238,-4.19E-14,-0.386089,0.386089,-,2.238,5.91E-17,-19.842,19.842
2.239,-4.22E-14,-0.386089,0.386089,-,2.239,5.91E-17,-19.842,19.842
2.24,-4.21E-14,-0.386089,0.386089,-,2.24,5.91E-17,-19.842,19.842
2.241,-4.21E-14,-0.386089,0.386089,-,2.241,5.91E-17,-19.842,19.842
2.242,-4.20E-14,-0.386089,0.386089,-,2.242,5.91E-17,-19.842,19.842
2.243,-4.20E-14,-0.386089,0.386089,-,2.243,5.91E-17,-19.842,19.842
2.244,-4.22E-14,-0.386089,0.386089,-,2.244,5.91E-17,-19.842,19.842
2.245,-4.21E-14,-0.386089,0.386089,-,2.245,5.91E-17,-19.842,19.842
2.246,-4.21E-14,-0.386089,0.386089,-,2.246,5.91E-17,-19.842,19.842
2.247,-4.21E-14,-0.386089,0.386089,-,2.247,5.91E-17,-19.842,19.842
2.248,-4.21E-14,-0.386089,0.386089,-,2.248,5.91E-17,-19.842,19.842
2.249,-4.21E-14,-0.386089,0.386089,-,2.249,5.91E-17,-19.842,19.842
2.25,-4.21E-14,-0.386089,0.386089,-,2.25,5.91E-17,-19.842,19.842
2.251,-4.22E-14,-0.386089,0.386089,-,2.251,5.91E-17,-19.842,19.842
2.252,-4.21E-14,-0.386089,0.386089,-,2.252,5.91E-17,-19.842,19.842
2.253,-4.21E-14,-0.386089,0.386089,-,2.253,5.91E-17,-19.842,19.842
2.254,-4.21E-14,-0.386089,0.386089,-,2.254,5.91E-17,-19.842,19.842
2.255,-4.21E-14,-0.386089,0.386089,-,2.255,5.91E-17,-19.842,19.842
2.256,-4.21E-14,-0.386089,0.386089,-,2.256,5.91E-17,-19.842,19.842
2.257,-4.21E-14,-0.386089,0.386089,-,2.257,5.91E-17,-19.842,19.842
2.258,-4.21E-14,-0.386089,0.386089,-,2.258,5.91E-17,-19.842,19.842
2.259,-4.22E-14,-0.386089,0.386089,-,2.259,5.91E-17,-19.842,19.842
2.26,-4.21E-14,-0.386089,0.386089,-,2.26,5.91E-17,-19.842,19.842
2.261,-4.21E-14,-0.386089,0.386089,-,2.261,5.91E-17,-19.842,19.842
2.262,-4.20E-14,-0.386089,0.386089,-,2.262,5.91E-17,-19.842,19.842
2.263,-4.21E-14,-0.386089,0.386089,-,2.263,5.91E-17,-19.842,19.842
2.264,-4.21E-14,-0.386089,0.386089,-,2.264,5.91E-17,-19.842,19.842
2.265,-4.20E-14,-0.386089,0.386089,-,2.265,5.91E-17,-19.842,19.842
2.266,-4.21E-14,-0.386089,0.386089,-,2.266,5.91E-17,-19.842,19.842
2.267,-4.22E-14,-0.386089,0.386089,-,2.267,5.91E-17,-19.842,19.842
2.268,-4.21E-14,-0.386089,0.386089,-,2.268,5.91E-17,-19.842,19.842
2.269,-4.21E-14,-0.386089,0.386089,-,2.269,5.91E-17,-19.842,19.842
2.27,-4.20E-14,-0.386089,0.386089,-,2.27,5.91E-17,-19.842,19.842
2.271,-4.21E-14,-0.386089,0.386089,-,2.271,5.91E-17,-19.842,19.842
2.272,-4.21E-14,-0.386089,0.386089,-,2.272,5.91E-17,-19.842,19.842
2.273,-4.21E-14,-0.386089,0.386089,-,2.273,5.91E-17,-19.842,19.842
2.274,-4.21E-14,-0.386089,0.386089,-,2.274,5.91E-17,-19.842,19.842
2.275,-4.22E-14,-0.386089,0.386089,-,2.275,5.91E-17,-19.842,19.842
2.276,-4.20E-14,-0.386089,0.386089,-,2.276,5.91E-17,-19.842,19.842
2.277,-4.21E-14,-0.386089,0.386089,-,2.277,5.91E-17,-19.842,19.842
2.278,-4.20E-14,-0.386089,0.386089,-,2.278,5.91E-17,-19.842,19.842
2.279,-4.21E-14,-0.386089,0.386089,-,2.279,5.91E-17,-19.842,19.842
2.28,-4.21E-14,-0.386089,0.386089,-,2.28,5.91E-17,-19.842,19.842
2.281,-4.22E-14,-0.386089,0.386089,-,2.281,5.91E-17,-19.842,19.842
2.282,-4.22E-14,-0.386089,0.386089,-,2.282,5.91E-17,-19.842,19.842
2.283,-4.20E-14,-0.386089,0.386089,-,2.283,5.91E-17,-19.842,19.842
2.284,-4.22E-14,-0.386089,0.386089,-,2.284,5.91E-17,-19.842,19.842
2.285,-4.21E-14,-0.386089,0.386089,-,2.285,5.91E-17,-19.842,19.842
2.286,-4.22E-14,-0.386089,0.386089,-,2.286,5.91E-17,-19.842,19.842
2.287,-4.21E-14,-0.386089,0.386089,-,2.287,5.91E-17,-19.842,19.842
2.288,-4.20E-14,-0.386089,0.386089,-,2.288,5.91E-17,-19.842,19.842
2.289,-4.21E-14,-0.386089,0.386089,-,2.289,5.91E-17,-19.842,19.842
2.29,-4.20E-14,-0.386089,0.386089,-,2.29,5.91E-17,-19.842,19.842
2.291,-4.20E-14,-0.386089,0.386089,-,2.291,5.91E-17,-19.842,19.842
2.292,-4.21E-14,-0.386089,0.386089,-,2.292,5.91E-17,-19.842,19.842
2.293,-4.22E-14,-0.386089,0.386089,-,2.293,5.91E-17,-19.842,19.842
2.294,-4.22E-14,-0.386089,0.386089,-,2.294,5.91E-17,-19.842,19.842
2.295,-4.20E-14,-0.386089,0.386089,-,2.295,5.91E-17,-19.842,19.842
2.296,-4.21E-14,-0.386089,0.386089,-,2.296,5.91E-17,-19.842,19.842
2.297,-4.21E-14,-0.386089,0.386089,-,2.297,5.91E-17,-19.842,19.842
2.298,-4.21E-14,-0.386089,0.386089,-,2.298,5.91E-17,-19.842,19.842
2.299,-4.21E-14,-0.386089,0.386089,-,2.299,5.91E-17,-19.842,19.842
2.3,-4.21E-14,-0.386089,0.386089,-,2.3,5.91E-17,-19.842,19.842
2.301,-4.21E-14,-0.386089,0.386089,-,2.301,5.91E-17,-19.842,19.842
2.302,-4.21E-14,-0.386089,0.386089,-,2.302,5.91E-17,-19.842,19.842
2.303,-4.21E-14,-0.386089,0.386089,-,2.303,5.91E-17,-19.842,19.842
2.304,-4.21E-14,-0.386089,0.386089,-,2.304,5.91E-17,-19.842,19.842
2.305,-4.21E-14,-0.386089,0.386089,-,2.305,5.91E-17,-19.842,19.842
2.306,-4.21E-14,-0.386089,0.386089,-,2.306,5.91E-17,-19.842,19.842
2.307,-4.21E-14,-0.386089,0.386089,-,2.307,5.91E-17,-19.842,19.842
2.308,-4.22E-14,-0.386089,0.386089,-,2.308,5.91E-17,-19.842,19.842
2.309,-4.21E-14,-0.386089,0.386089,-,2.309,5.91E-17,-19.842,19.842
2.31,-4.21E-14,-0.386089,0.386089,-,2.31,5.91E-17,-19.842,19.842
2.311,-4.22E-14,-0.386089,0.386089,-,2.311,5.91E-17,-19.842,19.842
2.312,-4.21E-14,-0.386089,0.386089,-,2.312,5.91E-17,-19.842,19.842
2.313,-4.21E-14,-0.386089,0.386089,-,2.313,5.91E-17,-19.842,19.842
2.314,-4.21E-14,-0.386089,0.386089,-,2.314,5.91E-17,-19.842,19.842
2.315,-4.21E-14,-0.386089,0.386089,-,2.315,5.91E-17,-19.842,19.842
2.316,-4.21E-14,-0.386089,0.386089,-,2.316,5.91E-17,-19.842,19.842
2.317,-4.21E-14,-0.386089,0.386089,-,2.317,5.91E-17,-19.842,19.842
2.318,-4.21E-14,-0.386089,0.386089,-,2.318,5.91E-17,-19.842,19.842
2.319,-4.20E-14,-0.386089,0.386089,-,2.319,5.91E-17,-19.842,19.842
2.32,-4.21E-14,-0.386089,0.386089,-,2.32,5.91E-17,-19.842,19.842
2.321,-4.20E-14,-0.386089,0.386089,-,2.321,5.91E-17,-19.842,19.842
2.322,-4.21E-14,-0.386089,0.386089,-,2.322,5.91E-17,-19.842,19.842
2.323,-4.22E-14,-0.386089,0.386089,-,2.323,5.91E-17,-19.842,19.842
2.324,-4.21E-14,-0.386089,0.386089,-,2.324,5.91E-17,-19.842,19.842
2.325,-4.21E-14,-0.386089,0.386089,-,2.325,5.91E-17,-19.842,19.842
2.326,-4.21E-14,-0.386089,0.386089,-,2.326,5.91E-17,-19.842,19.842
2.327,-4.21E-14,-0.386089,0.386089,-,2.327,5.91E-17,-19.842,19.842
2.328,-4.21E-14,-0.386089,0.386089,-,2.328,5.91E-17,-19.842,19.842
2.329,-4.21E-14,-0.386089,0.386089,-,2.329,5.91E-17,-19.842,19.842
2.33,-4.21E-14,-0.386089,0.386089,-,2.33,5.91E-17,-19.842,19.842
2.331,-4.21E-14,-0.386089,0.386089,-,2.331,5.91E-17,-19.842,19.842
2.332,-4.21E-14,-0.386089,0.386089,-,2.332,5.91E-17,-19.842,19.842
2.333,-4.20E-14,-0.386089,0.386089,-,2.333,5.91E-17,-19.842,19.842
2.334,-4.20E-14,-0.386089,0.386089,-,2.334,5.91E-17,-19.842,19.842
2.335,-4.22E-14,-0.386089,0.386089,-,2.335,5.91E-17,-19.842,19.842
2.336,-4.21E-14,-0.386089,0.386089,-,2.336,5.91E-17,-19.842,19.842
2.337,-4.21E-14,-0.386089,0.386089,-,2.337,5.91E-17,-19.842,19.842
2.338,-4.21E-14,-0.386089,0.386089,-,2.338,5.91E-17,-19.842,19.842
2.339,-4.21E-14,-0.386089,0.386089,-,2.339,5.91E-17,-19.842,19.842
2.34,-4.22E-14,-0.386089,0.386089,-,2.34,5.91E-17,-19.842,19.842
2.341,-4.21E-14,-0.386089,0.386089,-,2.341,5.91E-17,-19.842,19.842
2.342,-4.21E-14,-0.386089,0.386089,-,2.342,5.91E-17,-19.842,19.842
2.343,-4.21E-14,-0.386089,0.386089,-,2.343,5.91E-17,-19.842,19.842
2.344,-4.21E-14,-0.386089,0.386089,-,2.344,5.91E-17,-19.842,19.842
2.345,-4.21E-14,-0.386089,0.386089,-,2.345,5.91E-17,-19.842,19.842
2.346,-4.21E-14,-0.386089,0.386089,-,2.346,5.91E-17,-19.842,19.842
2.347,-4.20E-14,-0.386089,0.386089,-,2.347,5.91E-17,-19.842,19.842
2.348,-4.21E-14,-0.386089,0.386089,-,2.348,5.91E-17,-19.842,19.842
2.349,-4.22E-14,-0.386089,0.386089,-,2.349,5.91E-17,-19.842,19.842
2.35,-4.21E-14,-0.386089,0.386089,-,2.35,5.91E-17,-19.842,19.842
2.351,-4.21E-14,-0.386089,0.386089,-,2.351,5.91E-17,-19.842,19.842
2.352,-4.21E-14,-0.386089,0.386089,-,2.352,5.91E-17,-19.842,19.842
2.353,-4.21E-14,-0.386089,0.386089,-,2.353,5.91E-17,-19.842,19.842
2.354,-4.21E-14,-0.386089,0.386089,-,2.354,5.91E-17,-19.842,19.842
2.355,-4.21E-14,-0.386089,0.386089,-,2.355,5.91E-17,-19.842,19.842
2.356,-4.21E-14,-0.386089,0.386089,-,2.356,5.91E-17,-19.842,19.842
2.357,-4.21E-14,-0.386089,0.386089,-,2.357,5.91E-17,-19.842,19.842
2.358,-4.21E-14,-0.386089,0.386089,-,2.358,5.91E-17,-19.842,19.842
2.359,-4.22E-14,-0.386089,0.386089,-,2.359,5.91E-17,-19.842,19.842
2.36,-4.20E-14,-0.386089,0.386089,-,2.36,5.91E-17,-19.842,19.842
2.361,-4.21E-14,-0.386089,0.386089,-,2.361,5.91E-17,-19.842,19.842
2.362,-4.22E-14,-0.386089,0.386089,-,2.362,5.91E-17,-19.842,19.842
2.363,-4.21E-14,-0.386089,0.386089,-,2.363,5.91E-17,-19.842,19.842
2.364,-4.21E-14,-0.386089,0.386089,-,2.364,5.91E-17,-19.842,19.842
2.365,-4.21E-14,-0.386089,0.386089,-,2.365,5.91E-17,-19.842,19.842
2.366,-4.21E-14,-0.386089,0.386089,-,2.366,5.91E-17,-19.842,19.842
2.367,-4.21E-14,-0.386089,0.386089,-,2.367,5.91E-17,-19.842,19.842
2.368,-4.21E-14,-0.386089,0.386089,-,2.368,5.91E-17,-19.842,19.842
2.369,-4.20E-14,-0.386089,0.386089,-,2.369,5.91E-17,-19.842,19.842
2.37,-4.20E-14,-0.386089,0.386089,-,2.37,5.91E-17,-19.842,19.842
2.371,-4.21E-14,-0.386089,0.386089,-,2.371,5.91E-17,-19.842,19.842
2.372,-4.21E-14,-0.386089,0.386089,-,2.372,5.91E-17,-19.842,19.842
2.373,-4.21E-14,-0.386089,0.386089,-,2.373,5.91E-17,-19.842,19.842
2.374,-4.21E-14,-0.386089,0.386089,-,2.374,5.91E-17,-19.842,19.842
2.375,-4.21E-14,-0.386089,0.386089,-,2.375,5.91E-17,-19.842,19.842
2.376,-4.21E-14,-0.386089,0.386089,-,2.376,5.91E-17,-19.842,19.842
2.377,-4.20E-14,-0.386089,0.386089,-,2.377,5.91E-17,-19.842,19.842
2.378,-4.21E-14,-0.386089,0.386089,-,2.378,5.91E-17,-19.842,19.842
2.379,-4.21E-14,-0.386089,0.386089,-,2.379,5.91E-17,-19.842,19.842
2.38,-4.21E-14,-0.386089,0.386089,-,2.38,5.91E-17,-19.842,19.842
2.381,-4.21E-14,-0.386089,0.386089,-,2.381,5.91E-17,-19.842,19.842
2.382,-4.21E-14,-0.386089,0.386089,-,2.382,5.91E-17,-19.842,19.842
2.383,-4.22E-14,-0.386089,0.386089,-,2.383,5.91E-17,-19.842,19.842
2.384,-4.20E-14,-0.386089,0.386089,-,2.384,5.91E-17,-19.842,19.842
2.385,-4.22E-14,-0.386089,0.386089,-,2.385,5.91E-17,-19.842,19.842
2.386,-4.21E-14,-0.386089,0.386089,-,2.386,5.91E-17,-19.842,19.842
2.387,-4.21E-14,-0.386089,0.386089,-,2.387,5.91E-17,-19.842,19.842
2.388,-4.21E-14,-0.386089,0.386089,-,2.388,5.91E-17,-19.842,19.842
2.389,-4.21E-14,-0.386089,0.386089,-,2.389,5.91E-17,-19.842,19.842
2.39,-4.21E-14,-0.386089,0.386089,-,2.39,5.91E-17,-19.842,19.842
2.391,-4.21E-14,-0.386089,0.386089,-,2.391,5.91E-17,-19.842,19.842
2.392,-4.21E-14,-0.386089,0.386089,-,2.392,5.91E-17,-19.842,19.842
2.393,-4.21E-14,-0.386089,0.386089,-,2.393,5.91E-17,-19.842,19.842
2.394,-4.21E-14,-0.386089,0.386089,-,2.394,5.91E-17,-19.842,19.842
2.395,-4.21E-14,-0.386089,0.386089,-,2.395,5.91E-17,-19.842,19.842
2.396,-4.20E-14,-0.386089,0.386089,-,2.396,5.91E-17,-19.842,19.842
2.397,-4.20E-14,-0.386089,0.386089,-,2.397,5.91E-17,-19.842,19.842
2.398,-4.21E-14,-0.386089,0.386089,-,2.398,5.91E-17,-19.842,19.842
2.399,-4.21E-14,-0.386089,0.386089,-,2.399,5.91E-17,-19.842,19.842
2.4,-4.22E-14,-0.386089,0.386089,-,2.4,5.91E-17,-19.842,19.842
2.401,-4.21E-14,-0.386089,0.386089,-,2.401,5.91E-17,-19.842,19.842
2.402,-4.21E-14,-0.386089,0.386089,-,2.402,5.91E-17,-19.842,19.842
2.403,-4.21E-14,-0.386089,0.386089,-,2.403,5.91E-17,-19.842,19.842
2.404,-4.21E-14,-0.386089,0.386089,-,2.404,5.91E-17,-19.842,19.842
2.405,-4.21E-14,-0.386089,0.386089,-,2.405,5.91E-17,-19.842,19.842
2.406,-4.21E-14,-0.386089,0.386089,-,2.406,5.91E-17,-19.842,19.842
2.407,-4.21E-14,-0.386089,0.386089,-,2.407,5.91E-17,-19.842,19.842
2.408,-4.20E-14,-0.386089,0.386089,-,2.408,5.91E-17,-19.842,19.842
2.409,-4.20E-14,-0.386089,0.386089,-,2.409,5.91E-17,-19.842,19.842
2.41,-4.20E-14,-0.386089,0.386089,-,2.41,5.91E-17,-19.842,19.842
2.411,-4.21E-14,-0.386089,0.386089,-,2.411,5.91E-17,-19.842,19.842
2.412,-4.21E-14,-0.386089,0.386089,-,2.412,5.91E-17,-19.842,19.842
2.413,-4.21E-14,-0.386089,0.386089,-,2.413,5.91E-17,-19.842,19.842
2.414,-4.21E-14,-0.386089,0.386089,-,2.414,5.91E-17,-19.842,19.842
2.415,-4.21E-14,-0.386089,0.386089,-,2.415,5.91E-17,-19.842,19.842
2.416,-4.21E-14,-0.386089,0.386089,-,2.416,5.91E-17,-19.842,19.842
2.417,-4.21E-14,-0.386089,0.386089,-,2.417,5.91E-17,-19.842,19.842
2.418,-4.22E-14,-0.386089,0.386089,-,2.418,5.91E-17,-19.842,19.842
2.419,-4.21E-14,-0.386089,0.386089,-,2.419,5.91E-17,-19.842,19.842
2.42,-4.21E-14,-0.386089,0.386089,-,2.42,5.91E-17,-19.842,19.842
2.421,-4.21E-14,-0.386089,0.386089,-,2.421,5.91E-17,-19.842,19.842
2.422,-4.21E-14,-0.386089,0.386089,-,2.422,5.91E-17,-19.842,19.842
2.423,-4.21E-14,-0.386089,0.386089,-,2.423,5.91E-17,-19.842,19.842
2.424,-4.21E-14,-0.386089,0.386089,-,2.424,5.91E-17,-19.842,19.842
2.425,-4.21E-14,-0.386089,0.386089,-,2.425,5.91E-17,-19.842,19.842
2.426,-4.21E-14,-0.386089,0.386089,-,2.426,5.91E-17,-19.842,19.842
2.427,-4.20E-14,-0.386089,0.386089,-,2.427,5.91E-17,-19.842,19.842
2.428,-4.20E-14,-0.386089,0.386089,-,2.428,5.91E-17,-19.842,19.842
2.429,-4.22E-14,-0.386089,0.386089,-,2.429,5.91E-17,-19.842,19.842
2.43,-4.20E-14,-0.386089,0.386089,-,2.43,5.91E-17,-19.842,19.842
2.431,-4.21E-14,-0.386089,0.386089,-,2.431,5.91E-17,-19.842,19.842
2.432,-4.21E-14,-0.386089,0.386089,-,2.432,5.91E-17,-19.842,19.842
2.433,-4.20E-14,-0.386089,0.386089,-,2.433,5.91E-17,-19.842,19.842
2.434,-4.20E-14,-0.386089,0.386089,-,2.434,5.91E-17,-19.842,19.842
2.435,-4.21E-14,-0.386089,0.386089,-,2.435,5.91E-17,-19.842,19.842
2.436,-4.21E-14,-0.386089,0.386089,-,2.436,5.91E-17,-19.842,19.842
